Procédure,Catégorie,DateDePublication,Référence,Objet,AcheteurPublic,LieuDexécution,link,EXTRAIT_DE_PV
AOO ...,Travaux,18/01/2024,104/2023/S2A,Objet : TRAVAUX D’ACHEVEMENT DU MARCHÉ DE POISSON ET DES RESTAURANTS A BAB AL MARSSA AGADIR,Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
AGADIR IDA OU TANANE
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770191&orgAcronyme=g3h,"Royaume du Maroc
\
oQoNEO O80 CoOOc oLElof[C8I
Agadir Souss Massa Aménagement
RESULTAT DEFINITIF DE L’APPEL D’OFFRES
N°104/2023/S2A
Maitre d’ouvrage : Agadir Souss Massa Aménagement.
Objet de l’appel d’offres ouvert : : Travaux d’achévement du marché de poisson et des restaurants 4 Bab Al Marssa Agadir.
Date
Indication Objet du lot a nee d’achévement Concurrent retenu Montant des offres
du lot i des travaux de la retenues en DH TTC
ps commission
Travaux d’achévement du marché de poisson et des 07/12/2023 a 26/12/2023 a ENTREPRISE 1.526.448.00
restaurants a Bab Al Marssa Agadir. 10h0O 15h30 MOHCINE ee
Pour le président de la commission
/SE MASS — SH AGADIR SOUSS NASA AMENAGENENT
($ / \\\ Directeur du pole support
\< x) | M. FIKRI LEHMAME
"
AOO ...,Services,18/01/2024,01/DAI/BG/2024,"Objet : LA REALISATION DES PRESTATIONS DE LA MISE EN PAGE, LA CONCEPTION ET L'IMPRESSION DES LIVRES ET CAUSERIES RELIGIEUSES POUR LE COMPTE DU MINISTERE DES HABOUS ET DES AFFAIRES ISLAMIQUES -ADMINISTRATION CENTRALE, EN LOT UNIQUE. ...",Acheteur public : MINISTERE DES HABOUS ET DES AFFAIRES ISLAMIQUES,RABAT,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770189&orgAcronyme=f4g,"Royaume du Maroc $
Ministére des Habous et des Affaires Islamiques —
Secrétariat Général Sf ~ an
Direction des Affaires Islamiques & 2 ge y/
EXTRAIT DU PROCES — VERBAL DE LA SEANCE DE L’ APPEL D’OFFRES OUVERT
NATIONAL N° 01/DAI/BG/2024
- Objet: La Réalisation des Prestations de la mise en page, La conception et L'impression des Livres et
Causeries Religieuses pour le Compte du Ministére des Habous et des Affaires Islamiques -
Administration Centrale, En Lot Unique.
- Maitre d'ouvrage : Ministére des Habous et des Affaires Islamiques
- Date d'ouverture des plis : Le Vendredi 05 JANVIER 2024
- Lieu d'ouverture des plis : La salle des Réunions du Ministére des Habous et des Affaires Islamiques
- Les journaux ayant publié l'avis de publicité :
- LEMATINDUSAHARA N°: 17882 du 14 Décembre 2023 MODIFICATIF N°: 17887 du 21 Décembre 2023
- SAHARAALMAGHRIBIA N°: 11690 du 14 Décembre 2023 MODIFICATIF N°: 11696 du 21 Décembre 2023
- Date de publication au portail des marchés publics : Le 14 Décembre 2023
- Liste des concurrents ayant déposé leurs plis:
- SOCIETE MAILL PRINT SARL A.U;
- SOCIETEAC COMM SARL ;
- SOCIETENEGOCE COM SARL ;
- SOCIETE EDITIONS IMPRESSIONS BOUREGREG SARL;
- SOCIETE IMPRIMERIE EL MAARIF AL JADIDA SARL ;
- SOCIETE BIDAOUI IMPRIMERIE SARL.
- Liste des concurrents écartés al'issue de l'examen des dossiers administratifs et techniques :
- SOCIETE EDITIONS IMPRESSIONS BOUREGREG SARL;
- Liste des concurrents admis sans réserve :
- SOCIETE MAILL PRINT SARL A.U;
- SOCIETEAC COMM SARL ;
- SOCIETE NEGOCE COM SARL.
- Liste des concurrents admis avec réserve :
-  SOCIETE IMPRIMERIE EL MAARIF AL JADIDA SARL ;
-  SOCIETE BIDAOUI IMPRIMERIE SARL.
- Montant des actes d'engagement des concurrents :
SARL 734.000,00
-
- Liste des concurrents écartés :
-  SOCIETE IMPRIMERIE EL MAARIF AL JADIDA SARL ;
- SOCIETE BIDAOUI IMPRIMERIE SARL.
- Concurrent retenu:
CONCURRENT MONTANT DE L’ACTES D’ENGAGEMENT
SOCIETE MAILL PRINT SARL A.U 450 .700,00
- Justification du choix de I'attributaire : L'offre la plus avantageuse ;
- Date d'achévement des travaux de la commission : 16 Janvier 2024
Fait, a Rabat, le 16 Janvier 2024
Signature et cachet du Maitre dOuvrage
P, Le Ministre des Habpys
et des Affaires islamiques ¢ Heaton
Directeyrtes starpiques
Sian aziz OULASRI
b. SiS NSPE ae a 22, ene cera <_< na Se eRe NE Re a
"
AOO ...,Services,18/01/2024,01/DAI/BG/2024,"Objet : LA REALISATION DES PRESTATIONS DE LA MISE EN PAGE, LA CONCEPTION ET L'IMPRESSION DES LIVRES ET CAUSERIES RELIGIEUSES POUR LE COMPTE DU MINISTERE DES HABOUS ET DES AFFAIRES ISLAMIQUES -ADMINISTRATION CENTRALE, EN LOT UNIQUE. ...",Acheteur public : MINISTERE DES HABOUS ET DES AFFAIRES ISLAMIQUES,RABAT,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770188&orgAcronyme=f4g," ———————
Royaume du Maroc wef.
Ministére des Habous et des Affaires Islamiques QP?

Secrétariat Général 4 eH >
Direction des Affaires Islami Syste

irection des aires IS amiques me ) ae

RESULTAT DEFINITIF DE L’APPEL D’OFFRES OUVERT NATIONAL N° 01/DAI/BG/2024
- Maitre d'ouvrage : Ministére des Habous et des Affaires Islamiques
- Objet: La Réalisation des Prestations de la mise en page, La conception et L'impression des Livres et Causeries Religieuses pour le Compte
du Ministére des Habous et des Affaires Islamiques -Administration Centrale, En Lot Unique
DATE D’ACHEVEMENT
DATE ET HEURE CONCURRENT MONTANT DE
OEE D’OUVERTURE DES PLIS Di RO EL. RETENU L’OFFRE RETE
COMMISSION NUE
La Réalisation des Prestations de la mise
en page, La conception et L'impression des
Livres et Causeries Religieuses pour le 05 JANVIER 2024 SOCIETE MAIL PRINT
16 JANVIER 2024 450 .700,00
Compte du Ministére des Habous et des a 11h00 SARL
Affaires Islamiques -Administration
Centrale, En Lot Unique
Fait, a Rabat, le 16 Janvier 2024
Signature et cachet du Maitre d’Ouvrage
P. Le Ministre des us
et des AffgiresNslarn riDélégation
Direc} iésAffaires isiamiques
Sian&: Abdelaziz OULASRI
"
AOS ...,Fournitures,18/01/2024,01/2024/CM,Objet : Achat d’équipements médicaux,Acheteur public : Commune urbaine de MARRAKECH,MARRAKECH,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770185&orgAcronyme=j0w,
AOS ...,Fournitures,18/01/2024,01/2024/CM,Objet : Achat d’équipements médicaux,Acheteur public : Commune urbaine de MARRAKECH,MARRAKECH,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770184&orgAcronyme=j0w,
AOO ...,Services,18/01/2024,15/2023,Objet : Location de véhicules automobiles pour le compte de la Chambre des Représentants (lot unique).,Acheteur public : CHAMBRE DES REPRESENTANTS,"MAROC
RABAT
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770175&orgAcronyme=y6u,"ROYAUME DU MAROC
PARLEMENT
CHAMBRE DES REPRESENTANTS
SECRETARIAT GENERAL
DIVISION DE LA LOGISTIQUE
PROCES VERBAL D’APPEL D’OFFRES
OUVERT N° 15/ 2023
OBJET DE L’APPEL D’OFFRES : Location de véhicules automobiles pour le compte de la Chambre des Représentants (lot
unique).
Date
Date et heure | d’achevement
, Montant des offres
d’ouverture des travaux Concurrent retenu
. retenues
des plis de la
commission
Location de véhicules 36 décembre HILTON CAR SARL
automobiles pour le compte 2023 a 14 17/01/2024 1 246 800.00 DH TTC
de la Chambre des heures
Représentants (lot unique). —
"
AOO ...,Services,18/01/2024,15/2023,Objet : Location de véhicules automobiles pour le compte de la Chambre des Représentants (lot unique).,Acheteur public : CHAMBRE DES REPRESENTANTS,"MAROC
RABAT
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770174&orgAcronyme=y6u,"Royaume du Maroc Sie: a
Parlement re SH » “
, ar 2 wll wt
Chambre des Représentants eo By ipl ple
EXTRAIT DU PROCES VERBAL D’APPEL D’OFFRES
OUVERT N° 15/ 2023
OBJET : Location de véhicules automobiles pour le compte de la Chambre des Représentants (lot
unique).
Date d’ouverture des plis : 26 Décembre 2023 a 14 heures
Lieu d’ouverture des plis : Bureaux de la Chambre des Représentants a Rabat
Journaux ayant publiés l’avis de publicité :
* Le matin du 30/11/2023.
« Assahraa Almaghrebia du 30/11/2023
Site électronique de publication de I’avis :
= — Portail National Des Marches Publics du 30/11/2023.
Liste des concurrents ayant déposé un pli
e HILTON CAR SARL ;
e REGENCY CAR SARL .
e FAN LIMOUSINE SARL.
e GRICHE CAR .
Liste des concurrents évincés a I’issue de I’examen des dossiers administratifs et techniques
e Néant
Liste des concurrents admis sans réserves :
e HILTON CAR SARL ;
e REGENCY CAR SARL .
e FAN LIMOUSINE SARL.
e GRICHE CAR .
Liste des concurrents admis _ sans réserves :
e Néant
Montant de I’acte d’engagement du concurrent :
Po Concurrents- Montant des actes d’engagement
REGENCY CAR SARL 1 333 200.00 DH TTC
Vérification des Montants de I’acte d’engagement des concurrents :
HILTON CAR SARL
REGENCY CAR SARL
creo areatoanone

Liste du concurrent écarté :
e GRICHE CAR .
Concurrent retenu (criteres reglement de consultation):
ore nt Tt
Justification du choix de I’attributaire :
L’offre en respectant les criteres d’évaluation fixés dans le reglement de la consultation
Date d’achevement des travaux de la commission : 17/01/2024
Fait a Rabat, le : 17/01/2024
"
AOO ...,Services,18/01/2024,07/SAP/2023,"Objet : La réparation, l’entretien et la maintenance du système de climatisation et de recyclage d’air et les climatiseurs installés aux différents locaux relevant du commandement de la Préfecture de Police de Kénitra (en lot ...",Acheteur public : CHEF DE LA SURETE PROVINCIAL DE KENITRA,"KENITRA
SIDI KACEM
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770171&orgAcronyme=g3h,"ROYAUME DU MAROC |
MINISTERE DE L’INTERIEUR .
DIRECTION GENERALE DELA
SURETE NATIONALE
PREFECTURE DE POLICE DE KENITRA
SERVICE ADMINISTRATIF PREFECTORAL
NO esses /PPK
Y Pf | |
RESULTAT DEFINITIF DE L-APPEL D’OFFRES OUVERT SUR OFFRES DE PRIX
N° 07/SAP/2023 DU 28/12/2023
Objet de l'appel d’offres : Réparation, entretien et maintenance du systeme de climatisation et de recyclage d’air et les
climatiseurs installés aux différents locaux relevant du commandement de la Prefecture de Police de Kenitra (en lot unique).
Date et Heure Date d’achevement
N°AOO Objet de 'appel d’offres ataaiveria te des travaux dela Concurrent Montant de l’offre
des plis commission du retenu retenu
jury
Réparation, entretien et maintenance du |
systeme de climatisation et de recyclage d’air
et les climatiseurs installés aux différents ai
28/12/2023 Societe
CY SAry aves locaux relevant du commandement de laj| aiih0OO eA Pa ATLASFS SARL aa 8,20 DHS
Préfecture de Police de Kénitra (en lot
unique).
Lieu et date : Préfecture de Police de Kénitra, le 15/01/2024
LE PREFET DE POLICE DE SKENITRA
b [ego yy
S) MOSTAPHAQBAUD! |
CAF |
Bonne
"
AOO ...,Services,18/01/2024,07/SAP/2023,"Objet : La réparation, l’entretien et la maintenance du système de climatisation et de recyclage d’air et les climatiseurs installés aux différents locaux relevant du commandement de la Préfecture de Police de Kénitra (en lot ...",Acheteur public : CHEF DE LA SURETE PROVINCIAL DE KENITRA,"KENITRA
SIDI KACEM
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770170&orgAcronyme=g3h,"ROYAUME DU MAROC
MINISTERE DE L’INTERIEUR
DIRECTION GENERALE DE LA
SURETE NATIONALE
PREFECTURE DE POLICE DE KENITRA
SERVICE ADMINISTRATIF PREFECTORAL
EXTRAIT DE PV
D'APPEL D'OFFRES OUVERT
N°O7/SAP/2023
L’an deux mille vingt quatre, le deux du mois de janvier a 11HOO, la commission s'est
réunie en séance publique dans la salle de réunion de la Préfecture de Police de Kénitra en
vue de procéder a l'ouverture des dossiers concernant I'appel d'offres ouvert sur offres de
prix n°O7/SAP/2023 du 28/12/2023 relatif la reparation, l’entretien et la maintenance du
systeme de climatisation et de recyclage d’air et les climatiseurs installés aux différents
locaux relevant du commandement de la Préfecture de Police de Kénitra (en lot unique).
Conformément a I'avis d’appel d’offres ouvert publié dans les journaux ci-apreés :
- Le Matin n° 17877 du 07/12/2023
- Assahraa n° 11684 du 07/12/2023
- Portail des Marchés Publics du 06/12/2023 a 18h36
A l’ouverture de la séance, le président informe les membres de la commission que la
soumission électronique est obligatoire et que douze offres ont été déposées
électroniquement.
Le président arréte, alors définitivement la liste des dossiers recus électroniquement, .
comme suit :
1- Société EXPERT ECONERGY
2- Société IT CAN MULTISERVICES
3- Société PROTECTION SALI SARL
4- Société NIKELEC SARL AU
5- Société CLIM PLUS COM
6- Société ATLASFS SARL
7- Société TOP ELECTRICITE SARL
8- Société FROIDEXE SARL NEGOCE
9- Société DAR ADDAOU MAINTENANCE
10-Société AYMTECH SARL AU
11-Société SOFTRONC SARL AU
12-Société MAROCAINE DES TRAVAUX TERTIAIRES ET INDUSTRIELS
Le président ouvre électroniquement les dossiers des concurrents, cite dont chacun d'eux la
présence des dossiers exigées. II ouvre ensuite le dossier portant la mention « dossiers
' administratif et technique », @nonce les pieces contenues dans chaque dossier
(administratif, technique) et dresse un état des pieces fournies par chaque concurrent.
La commission écarte sur le Portail des Marchés Publics la Société MAROCAINE DES
TRAVAUX TERTIAIRES ET INDUSTRIELS, pour le motif: Non respect de l’article 12 de l’arrété
du ministre délégué auprés de la ministre de l'économie et des finances, chargé du budget
n°1692-23 du 4 hija 1444 (23 juin 2023) relatif a la dématérialisation des procédures, des
documents et des piéce relatifs aux marchés publics.
Le président procéde ensuite a l'ouverture électroniquement les dossiers des
soumissionnaires acceptés portant la mention « offre financiére »
Elle écarte sur le Portail des Marchés Publics la Société AYMTECH SARL AU, pour le motif :
L’offre financiére jugée anormalement basses par rapport au montant de |’estimation
établi par le maitre d’ouvrage suite a l'article 43 du décrit n° 2-22-4341 du 15 chaabane
1444 (8 mars 2023) relatif aux marchés publics.
La commission détermine, ensuite, le prix de référence des offres financiéres des concurrents
qui est : 137 140,29
La commission procéde ensuite au classement des offres des concurrents au regard du prix de
référence ainsi déterminé :
MONTANT D’ACTE
SOUMISSIONNAIRE D’ENGAGEMENT

1- Société ATLASFS SARL 134 143,20

2- Société IT CAN MULTISERVICES 126 360,00

3- Société PROTECTION SALI SARL 105 750,00

4- Société NIKELEC SARL AU 137 256,00

5- Société CLIM PLUS COM 137 340,00

6- Société FROIDEXE SARL NEGOCE 137 688,67

7- Société SOFTRONC SARL AU 138 140,01

8- Société EXPERT ECONERGY 138 600,00

9- Société TOP ELECTRICITE SARL 138 924,00

10-Société DAR ADDAOU MAINTENANCE 139 203,60
La commission procéde a |’ouverture du complément du dossier administratif et la
justification des prix présentés par la société ATLASFS SARL, et ce suite a |’écrit
n°837/PPK du 03/01/2024. Elle procéde a leur vérification chacun dans son domaine tel
que prévu par le reglement de la consultation, notamment I’article 9 pour les piéces a
fournir.
De ce qui précéde, la commission propose au maitre d’ouvrage de retenir l’offre du
concurrent présentée par la société ATLASFS SARL d’un montant de: 134 143,20 DHS
(Cent trente quatre mille cent quarante trois Dirhams et vingt centimes TTC).

| LE PREFET DE POLICE DE KENITRA
| S/MOSTAPHAOQUAIDI = =—
FP PaaS
[Ky
. —Tal tear? E
* pret’ ice O°
SK""
~~. ntega P®, a
"
AOO ...,Travaux,18/01/2024,01/ACAS/2023,Objet : CONSRUCTION DE DEUX PISCINES A L’ARRONDISSEMENT AIN SEBAA).,Acheteur public : Arrondissement de AIN-SEBAA,CASABLANCA,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770168&orgAcronyme=a1z,"ROVAUMEIDU MAROG o
WILAYA DE LA REGION DU CASABLANCA SETTAT
PREFECTURE DES ARRONDISSEMENTS AIN SEBAA
HAY MOHAMMADI
COMMUNE DE CASABI.ANCA
ARRONDISSEMENT AIN SEBAA
SERVICE DES MARCHES ET
AFFAIRES FINANCIERES
EXTRAIT DU PROCES VERBAL
D’APPEL D’OFFRES OUVERT
N°1/ACAS/2023
Construction De Deux Piscines A L’arrondissement Ain Sebaa
(MARCHE UNIQUE)
- Maitre d’ouvrage : Le président de |’ Arrondissement Ain Sebaa
- Date d’ouverture des plis : Le Lundi 10 Avril 2023 a 12 heures
- Lieux d’ouverture des plis : Le bureau du président de |’ Arrondissement Ain Sebaa (quartier ---
beausite Ain sebaa —Casablanca), siége de 1’ Arrondissement Ain Sebaa
- Publié dans les journaux nationaux suivants :
- Al bayane N° 14465 — mercredi 15 mars 2023
- Bayane Alyaoume N° 9724 - mercredi 15 mars 2023
Ainsi que le portail des marchés publics www.marchéspublics.gov.ma en date du 15/03/2023
Et la publication de l’avis rectificatif dans Les Journaux Nationaux suivants :
- ALBAYANE En date du 16-03-2023sous le N° 14466
- BAYANE ALYAWME en date du 16-03-2023sous le N°9725
Ainsi que le portail des marchés publics www.marchéspublics.gov.ma en date du 16-03-2023.
A l'ouverture de la séance le président consulte le site des Marchés pour la liste des plis déposés par voie
électronique, asavoir: 04 plis
- SOCIETE AL ANBARIA
- SOCIETE BOURANIME
- SOCIJETE SOCATO
- SOCIETE MJ TARGET
A- Liste des concurrents évincés a l’issue de l’examen dossiers administratifs, techniques :
Motifs des éliminations détaillées
- SOCIETE SOCATO LE DEPOT NON ELECTRONIQUE DE LA CAUTION
- SOCIETE MJ TARGET PROVISOIRE
B-Liste des concurrents évincés a |’issue de l’examen des échantillons :
“ Motifs des éliminations détaillées
Liste des concurrents admissibles sans réserve :
- SOCIETE AL ANBARIA
- SOCIETE BOURANIME
Liste des concurrents admissibles avec réserve :
SRS SCR SS BE SS A NTE TR TEE
Page 1/2
EXTRAIT DU PV AON®1/ACAS/2023
Nee ——OCOSS
- Vérification des montants des actes d’engagement des soumissionnaires :
MONTANT DES ACTES MONTANT DES ACTES
SOUMISSIONNAIRES D’ENGAGEMENT AVANT D’ENGAGEMENT APRES
RECTIFICATION RECTIFICATION
1. AL ANBARIA 2 551 992.00 2 551 992.00
2. BOURANIME 3 485 812.80 3 485 812.80
- Liste des soumissionnaires écartés :
¥Y SOCIETE SOCATO
¥ SOCIETE MJ TARGET
Montant de lacte d’engagement
Concurrent retenu
LA SOCIETE AL ANBARIA 2 551 992.00 DHS TTC
-Justification du choix de l’attributaire : son offre est la moins disante
- Date d’achévement des travaux de la commission : Le Jeudi 04 MAI 2023 4 13heures
LE MAITRE D°OUVRAGE
e pouelqese
© BUTp \&
S o oN
© % | OOM 5 a
c vs Kp sey ti cbr)
EEA RRR Te REE I TT CENSOR CE RN COT STORE RT BS EPL EL I TR BESET OS TIS ET RST ST I STE GEILE TIES
Page 2/2
"
AOO ...,Services,18/01/2024,40/DGPC/2023,Objet : marché reconductible relatif à l’entretien des espaces verts à l’unité de fabrication des masques à Sidi Allal El Bahraoui (lot unique).,Acheteur public : DIRECTION GENERALE DE LA PROTECTION CIVILE,KHEMISSET,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770165&orgAcronyme=w9x,"er — ~
w QO _ &
= E >
=
\u ey =: a Sa \ yc m
W s a oO x= _
0 3 c Oo N HS Lo
42 » Oo oO s 2S i
a ~ eo
§ Are cD ~ rr Ss 3 a
W Oph Sx 7 od a5 £=
50 gk 9 5 ¥ == 2
toed Oo oO = zt -o
ide dd S nm w oo =
fPaas . a 3 aa a
equa a | & S
eae 5 iz < en
yh jay = a mw 2 eet ~ traps
K 333 7 c tL 2 > %
e + 4 eos oO Se 3 Es
""48 + re x Le = \4
#6 = 5 2 | is 3 a
ll — Yo = - Fi 5 &
: = < oo Lid oa 2B =
+ a oO Lu wv E 3 Ss)
o O oc & 3 = 9
foe 8 wf a wy
5 © 7 RNS
ca 5 “oo
x Se ga | Ie
oO
& ~ co
< g <= =
= <
2 Es o|°s
WY > x a) Ss
“OD 2 >"" S
a oS EN
Ss & Els
i wo
CT Geo
40] - Y Cc
£ gs &
vY
s 7
ame c L
i’ S
» vee \ ar] og
a@: 2 § (5 (|g
""4 : a = 2 £
Pay) a a oO @ Oo
‘ay > ci
Nf o = a -O
\ : a vu 2 Ww <+
LG) TG c= N
a w ao ia
“se & = W N
So c 3 v ro
x wu so vet oO
c = ~~ <= | 2
“Od _
Ss > a wo o
Bot 7 on
coca w S oO
oO aw
—, a wu SS ‘
BS oO G
-! 8 m
rat*) oOo nun Vv
wr aw Vv co
| ea oD c
: Sts 2
Bus g
z 2° 7
8 i W oO
= ee ew
x f 2c<cte >
5 => wx wo om
» = Ww
ok 9 om 2 9
cig @ + ee,
i eH Os co
at ez 5 - =
/& - ""Al eS
o y wW —_ — vu 2 nn
sf a = (as)
uo 0 2 2 5 =
$y W Qe + > 6 oF
a eo =
7 i § = a 5s ww co Q
» -F ago o Ww
n WW co ac © N
Qs 2 o Q Cp
e¢y 25 8 n= S
- = Vv a Y= a
2 ow & So
z cf S35 a
’ ‘3 2 5 oH >
y 335 So +
wu “sas Yin °
4 ~~ 3 ~ w =
* 8 YM oe v 5
6 SE a =o ©
35 2 og =
«eo | 4 £
"
